-0.25,90,90
0.005,90,90
0.01,90.41,90.96
0.01,91.23,90.95
0.02,92.03,91.21
0.02,92.82,90.47
0.03,93.60,90.25
0.03,94.36,90.90
0.04,95.10,90.64
0.04,95.83,90.19
0.05,96.55,90.35
0.05,97.26,90.51
0.06,97.95,90.32
0.06,98.63,90.84
0.07,99.30,90.30
0.07,99.95,90.32
0.08,100.60,90.09
0.08,101.23,90.22
0.09,101.85,89.77
0.09,102.46,90.11
0.10,103.05,89.55
0.10,103.64,89.38
0.11,104.22,89.41
0.11,104.78,89.35
0.12,105.34,89.62
0.12,105.88,89.62
0.13,106.41,89.50
0.13,106.94,89.53
0.14,107.45,89.69
0.14,107.96,89.82
0.15,108.46,89.55
0.15,108.94,89.70
0.16,109.42,89.75
0.17,109.89,89.32
0.17,110.35,89.24
0.18,110.80,89.53
0.18,111.25,89.45
0.19,111.68,89.38
0.19,112.11,89.31
0.20,112.53,89.40
0.20,112.94,89.45
0.21,113.35,89.43
0.21,113.75,89.46
0.22,114.14,89.64
0.22,114.52,89.27
0.23,114.90,90.00
0.23,115.26,90.23
0.24,115.63,89.11
0.24,115.98,89.31
0.25,116.33,90.11
0.25,116.67,90.12
0.26,117.01,89.81
0.26,117.34,90.31
0.27,117.66,89.78
0.27,117.98,90.20
0.28,118.29,90.40
0.28,118.60,90.63
0.29,118.90,90.58
0.29,119.20,90.52
0.30,119.49,90.35
0.30,119.77,90.66
0.31,120.05,90.78
0.32,120.33,90.92
0.32,120.60,90.68
0.33,120.86,90.60
0.33,121.12,90.99
0.34,121.37,90.58
0.34,121.62,90.53
0.35,121.87,90.35
0.35,122.11,90.69
0.36,122.35,90.35
0.36,122.58,90.09
0.37,122.81,89.80
0.37,123.03,90.47
0.38,123.25,89.50
0.38,123.47,89.63
0.39,123.68,89.93
0.39,123.89,90.25
0.40,124.09,90.62
0.40,124.29,90.55
0.41,124.49,90.30
0.41,124.68,90.81
0.42,124.87,89.83
0.43,125.05,90.39
0.43,125.24,89.80
0.44,125.42,89.95
0.44,125.59,90.54
0.45,125.76,90.28
0.45,125.93,89.98
0.45,126.10,89.37
0.46,126.26,89.57
0.47,126.42,89.81
0.47,126.58,89.43
0.48,126.74,89.53
0.48,126.89,89.58
0.49,127.04,90.06
0.49,127.18,89.58
0.50,127.33,89.84
0.50,127.47,89.57
0.51,127.61,89.91
0.51,127.74,89.71
0.52,127.87,90.29
0.52,128.01,90.00
0.53,128.13,89.91
0.54,128.26,90.41
0.54,128.38,89.76
0.55,128.50,90.19
0.55,128.62,90.41
0.56,128.74,89.89
0.56,128.86,90.29
0.57,128.97,90.38
0.57,129.08,90.82
0.58,129.19,89.81
0.58,129.29,90.51
0.59,129.40,90.16
0.59,129.50,90.05
0.60,129.60,89.69
0.60,129.70,89.21
0.61,129.80,88.99
0.61,129.89,89.63
0.62,129.99,89.23
0.62,130.08,90.17
0.63,130.17,89.89
0.63,130.26,89.97
0.64,130.35,90.69
0.64,130.43,89.81
0.65,130.52,90.52
0.65,130.60,90.77
0.66,130.68,91.22
0.66,130.76,91.65
0.67,130.84,91.21
0.67,130.91,92.09
0.68,130.99,92.26
0.68,131.06,91.85
0.69,131.13,91.44
0.69,131.20,91.80
0.70,131.27,92.62
0.70,131.34,92.92
0.71,131.41,92.91
0.71,131.48,93.03
0.72,131.54,92.88
0.73,131.60,93.41
0.73,131.67,93.40
0.74,131.73,93.69
0.74,131.79,93.33
0.75,131.85,93.59
0.75,131.90,93.26
0.76,131.96,94.15
0.76,132.02,93.89
0.77,132.07,94.20
0.77,132.13,94.70
0.78,132.18,95.26
0.78,132.23,95.71
0.79,132.28,96.51
0.79,132.33,96.33
0.80,132.38,96.68
0.81,132.43,96.87
0.81,132.47,97.65
0.81,132.52,96.62
0.82,132.57,96.99
0.83,132.61,97.13
0.83,132.66,96.69
0.83,132.70,98.18
0.84,132.74,97.17
0.85,132.78,98.04
0.85,132.82,98.50
0.86,132.86,98.14
0.86,132.90,98.81
0.87,132.94,98.26
0.87,132.98,98.99
0.88,133.02,98.47
0.88,133.05,98.35
0.89,133.09,98.93
0.89,133.12,99.40
0.90,133.16,100.01
0.90,133.19,100.10
0.91,133.22,100.34
0.91,133.26,100.41
0.92,133.29,101.04
0.93,133.32,101.15
0.93,133.35,101.57
0.94,133.38,102.16
0.94,133.41,102.76
0.95,133.44,103.63
0.95,133.47,103.45
0.96,133.50,103.50
0.96,133.52,103.43
0.97,133.55,104.38
0.97,133.58,104.39
0.98,133.60,104.72
0.98,133.63,105.54
0.99,133.65,105.25
0.99,133.68,105.55
1.00,133.70,106.78
1.01,133.73,107.13
1.01,133.75,107.28
1.02,133.77,108.57
1.02,133.80,109.27
1.03,133.82,109.26
1.03,133.84,109.84
1.04,133.86,109.10
1.04,133.88,110.45
1.05,133.90,110.55
1.05,133.92,109.95
1.06,133.94,110.87
1.06,133.96,110.54
1.07,133.98,111.37
1.07,134.00,111.11
1.08,134.02,111.82
1.08,134.04,112.51
1.09,134.05,112.69
1.09,134.07,112.51
1.10,134.09,112.37
1.10,134.11,112.72
1.11,134.12,113.02
1.11,134.14,112.89
1.12,134.15,113.75
1.12,134.17,113.59
1.13,134.18,113.86
1.14,134.20,114.53
1.14,134.21,114.85
1.15,134.23,115.04
1.15,134.24,115.36
1.16,134.26,116.49
1.16,134.27,117.11
1.17,134.28,116.99
1.17,134.30,117.13
1.18,134.31,117.85
1.18,134.32,117.35
1.19,134.33,118.22
1.20,134.35,118.14
1.20,134.36,118.40
1.21,134.37,118.41
1.21,134.38,118.71
1.22,134.39,119.02
1.22,134.40,119.30
1.23,134.42,119.20
1.23,134.43,119.93
1.24,134.44,120.22
1.24,134.45,121.07
1.25,134.46,120.96
1.25,134.47,121.95
1.26,134.48,122.64
1.26,134.49,123.87
1.27,134.50,124.28
1.28,134.51,124.56
1.28,134.51,124.59
1.29,134.52,125.00
1.29,134.53,125.40
1.30,134.54,126.17
1.30,134.55,126.77
1.31,134.56,126.90
1.31,134.57,127.54
1.32,134.57,128.72
1.32,134.58,128.56
1.33,134.59,128.88
1.33,134.60,129.46
1.34,134.60,129.92
1.34,134.61,129.53
1.35,134.62,129.69
1.35,134.63,130.44
1.36,134.63,130.28
1.37,134.64,130.60
1.37,134.65,130.91
1.38,134.65,131.95
1.38,134.66,131.57
1.39,134.66,132.20
1.39,134.67,132.00
1.40,134.68,133.04
1.40,134.68,133.69
1.41,134.69,133.42
1.41,134.69,134.21
1.42,134.70,133.45
1.42,134.71,133.71
1.43,134.71,134.02
1.43,134.72,134.03
1.44,134.72,135.00
1.45,134.73,134.97
1.45,134.73,135.88
1.46,134.74,136.46
1.46,134.74,136.08
1.47,134.75,136.18
1.47,134.75,136.20
1.48,134.76,136.71
1.48,134.76,137.64
1.49,134.76,137.12
1.49,134.77,137.59
1.50,134.77,137.97
1.50,134.78,137.89
1.51,134.78,138.82
1.51,134.79,138.72
1.52,134.79,139.12
1.53,134.79,139.56
1.53,134.80,139.55
1.54,134.80,139.48
1.54,134.80,140.19
1.55,134.81,140.76
1.55,134.81,140.91
1.56,134.81,141.38
1.56,134.82,141.59
1.57,134.82,141.52
1.58,134.82,141.65
1.58,134.83,141.80
1.59,134.83,141.76
1.59,134.83,142.29
1.60,134.84,142.66
1.60,134.84,142.26
1.61,134.84,142.36
1.61,134.85,142.75
1.62,134.85,142.78
1.62,134.85,143.42
1.63,134.85,143.73
1.63,134.86,143.79
1.64,134.86,144.25
1.64,134.86,143.66
1.65,134.86,143.39
1.65,134.87,143.42
1.66,134.87,143.38
1.67,134.87,143.34
1.67,134.87,143.67
1.68,134.88,143.30
1.68,134.88,143.31
1.69,134.88,143.02
1.69,134.88,143.78
1.70,134.89,143.53
1.70,134.89,143.74
1.71,134.89,142.75
1.71,134.89,142.77
1.72,134.89,142.99
1.72,134.90,143.03
1.73,134.90,143.35
1.73,134.90,142.87
1.74,134.90,143.29
1.74,134.90,142.89
1.75,134.91,143.28
1.75,134.91,143.11
1.76,134.91,143.17
1.77,134.91,143.12
1.77,134.91,143.60
1.78,134.91,143.45
1.78,134.92,143.36
1.79,134.92,143.59
1.79,134.92,143.75
1.80,134.92,144.15
1.80,134.92,143.91
1.81,134.92,143.72
1.81,134.92,143.76
1.82,134.93,143.49
1.82,134.93,144.02
1.83,134.93,143.81
1.83,134.93,143.66
1.84,134.93,143.55
1.85,134.93,143.93
1.85,134.93,144.19
1.86,134.93,144.19
1.86,134.94,144.14
1.87,134.94,144.63
1.87,134.94,144.18
1.88,134.94,144.79
1.88,134.94,144.68
1.89,134.94,144.63
1.89,134.94,144.77
1.90,134.94,144.77
1.90,134.94,144.45
1.91,134.95,145.57
1.91,134.95,145.28
1.92,134.95,145.60
1.92,134.95,145.29
1.93,134.95,145.03
1.93,134.95,145.34
1.94,134.95,145.05
1.95,134.95,145.61
1.95,134.95,144.86
1.96,134.95,145.00
1.97,134.95,144.68
1.97,134.96,144.28
1.98,134.96,144.00
1.98,134.96,144.15
1.98,134.96,143.69
1.99,134.96,143.87
2.00,134.96,143.64
2.00,134.96,143.33
2.01,134.96,143.59
2.01,134.96,144.00
2.02,134.96,143.99
2.02,134.96,144.13
2.03,134.96,144.10
2.03,134.96,143.95
2.04,134.97,144.03
2.04,134.97,143.85
2.05,134.97,143.82
2.05,134.97,143.59
2.06,134.97,143.55
2.06,134.97,143.54
2.07,134.97,143.32
2.07,134.97,143.34
2.08,134.97,143.64
2.09,134.97,143.28
2.09,134.97,143.42
2.10,134.97,143.23
2.10,134.97,143.48
2.11,134.97,143.40
2.11,134.97,143.09
2.12,134.97,143.16
2.12,134.97,142.59
2.13,134.97,142.98
2.13,134.98,142.90
2.14,134.98,143.05
2.14,134.98,142.59
2.15,134.98,142.09
2.15,134.98,142.68
2.16,134.98,142.42
2.16,134.98,142.55
2.17,134.98,142.69
2.17,134.98,143.04
2.18,134.98,143.19
2.18,134.98,143.14
2.19,134.98,143.57
2.19,134.98,143.32
2.20,134.98,143.00
2.20,134.98,142.97
2.21,134.98,142.93
2.22,134.98,142.43
2.22,134.98,142.59
2.23,134.98,142.67
2.23,134.98,142.71
2.24,134.98,142.83
2.24,134.98,142.52
2.25,134.98,142.73
2.26,134.98,142.49
2.26,134.98,142.51
2.27,134.98,142.64
2.27,134.98,142.82
2.28,134.99,142.66
2.28,134.99,142.51
2.29,134.99,142.54
2.29,134.99,142.83
2.30,134.99,142.72
2.30,134.99,142.49
2.31,134.99,142.46
2.31,134.99,142.23
2.32,134.99,142.72
2.32,134.99,142.84
2.33,134.99,142.96
2.33,134.99,142.95
2.34,134.99,142.78
2.34,134.99,142.84
2.35,134.99,142.94
2.35,134.99,143.14
2.36,134.99,142.49
2.36,134.99,142.68
2.37,134.99,142.29
